Vehicle ID,Fuel ID,Manufacturer ID,Category ID,Model,Model Year,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Engine Type,Engine Size,Engine Cylinder Count,Engine/Motor(s) Description,Manufacturer,Manufacturer URL,Category,Fuel Code,Fuel,Electric-Only Range,Total Range,PHEV Type,Notes,Drivetrain,Charging Rate Level 2 (kW),Charging Rate DC Fast (kW),Charging Speed Level 1 (miles added per hour of charging),Charging Speed Level 2 (miles added per hour of charging),Charging Speed DC Fast (miles added per hour of charging),Battery Voltage,Battery Capacity Amp Hours,Battery Capacity kWh,Seating Capacity
13939,57,490,29,Tonale eAWD,2025,,,77,29,29,29,SI,1.3L,4,"1.3L I4;
89 kW electric motor",Alfa Romeo,,SUV,PHEV,Plug-in Hybrid Electric,33,360,Blended,,AWD,6.6,,3,15,,304,51,15.5,5
13717,45,377,27,A4 quattro/S-Line/Allroad,2025,,,,,,26-29,SI,2.0L,4,2.0L I4,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,Includes Allroad and S-Line models,AWD,,,,,,,,,
13718,45,377,27,A5 Sportback quattro,2025,,,,,,26-29,SI,2.0L,4,2.0L I4,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,Includes S-Line model,AWD,,,,,,,,,
13719,45,377,27,A6 quattro,2025,,,,24,31,26,SI,2.0L,4,2.0L I4,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13720,45,377,27,A6 quattro/Allroad,2025,,,,22,30,25,SI,3.0L,6,3.0L V6,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13721,45,377,27,A7 quattro,2025,,,,22,30,25,SI,3.0L,6,3.0L V6,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13722,45,377,27,A8 quattro,2025,,,,20,26,22,SI,3.0L,6,3.0L V6,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13830,41,377,29,Q4 45 e-tron,2025,125,104,115,,,,e-motor,210 kW,,210 kW electric motor,Audi,https://www.audiusa.com/us/web/en.html,SUV,ELEC,Electric,288,,,,RWD,11,150,3,31,282,350,233,81.6,5
13972,41,377,29,Q4 55 e-tron quattro,2025,107,92,100,,,,e-motor,80 and 170 kW,,80 and 170 kW electric motors,Audi,https://www.audiusa.com/us/web/en.html,SUV,ELEC,Electric,258,,,Includes standard and Sportback model,AWD,11,150,3,31,282,350,233,81.6,5
13940,57,377,29,Q5 Plug-In Hybrid quattro,2025,,,58,25,27,26,SI,2.0L,4,2.0L I4; 105 kW electric motor,Audi,https://www.audiusa.com/us/web/en.html,SUV,PHEV,Plug-in Hybrid Electric,23,390,Blended,,AWD,7.4,,2,14,,374,48,18,5
13723,45,377,29,Q5 quattro/Sportback/S-Line,2025,,,,,,25-26,SI,2.0L,4,2.0L I4,Audi,https://www.audiusa.com/us/web/en.html,SUV,HYBR,Hybrid Electric,,,,Includes S-Line and Sportback S-Line models,AWD,,,,,,,,,
13973,41,377,29,Q6 e-tron,2025,,,96-104,,,,e-motor,225 kW,,225 kW electric motor,Audi,https://www.audiusa.com/us/web/en.html,SUV,ELEC,Electric,298-321,,,"Includes Ultra and models with 19"" and 20"" wheels",RWD,,,,,,661,151.6,100.2,
13831,41,377,29,Q6 e-tron quattro,2025,,,95-103,,,,e-motor,140 and 280 kW,,140 and 280 kW electric motors,Audi,https://www.audiusa.com/us/web/en.html,SUV,ELEC,Electric,295-319,,,"Includes Sportback and models with 19"" and 20"" wheels",AWD,,,,,,662,151,100,
13724,45,377,29,Q7,2025,,,,18,23,20,SI,3.0L,6,3.0L V6,Audi,https://www.audiusa.com/us/web/en.html,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13832,41,377,29,Q8 e-tron quattro,2025,,,74-78,,,,e-motor,141 and 172 kW,,141 and 172 kW electric motors,Audi,https://www.audiusa.com/us/web/en.html,SUV,ELEC,Electric,254-272,,,"Includes Sportback model
",AWD,9.6-19.2,170,3,44,315,397,288,114.3,5
13725,45,377,29,Q8 quattro,2025,,,,17,23,19,SI,3.0L,6,3.0L V6,Audi,https://www.audiusa.com/us/web/en.html,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13727,45,377,27,RS 6 Avant,2025,,,,14,21,17,SI,4.0L,8,4.0L V8,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13728,45,377,27,RS7,2025,,,,14,21,17,SI,4.0L,8,4.0L V8,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13726,45,377,29,RS Q8 Performance,2025,,,,14,20,16,SI,4.0L,8,4.0L V8,Audi,https://www.audiusa.com/us/web/en.html,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13729,45,377,27,S6,2025,,,,19,27,22,SI,2.9L,6,2.9L V6,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13730,45,377,27,S7,2025,,,,19,27,22,SI,2.9L,6,2.9L V6,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13731,45,377,27,S8,2025,,,,15,24,18,SI,4.0L,8,4.0L V8,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13974,41,377,27,S e-tron GT,2025,,,88-90,,,,e-motor,415 kW and 176/252 kW (x2),,415 kW and 252 kW (x2) or 176 kW (x2) electric motors,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,ELEC,Electric,294-300,,,"Includes models with 20"" and 21"" wheels",AWD,,,,,,727,144.4,105,
13834,41,377,29,SQ6 e-tron,2025,,,89-91,,,,e-motor,140 or 280 kW (x2),,140 or 280 kW electric motors (x2),Audi,https://www.audiusa.com/us/web/en.html,SUV,ELEC,Electric,275-283,,,Includes Sportback model,AWD,,,,,,662,151,100,
13835,41,377,29,SQ8 e-tron,2025,,,60-70,,,,e-motor,138 and 157 kW,,138 and 157 kW electric motors,Audi,https://www.audiusa.com/us/web/en.html,SUV,ELEC,Electric,208-242,,,"Includes Sportback and models with 20"", 21"", and 22"" wheels",AWD,,,,,,397,288,114.3,
13941,57,355,29,Bentayga Hybrid,2025,,,42,19,23,21,SI,3.0L,6,3.0L V6; 100 kW electric motor,Bentley Motors,http://www.bentleymotors.com,SUV,PHEV,Plug-in Hybrid Electric,20,440,Blended,,AWD,,,,,,374,48.2,18,
13732,45,211,27,330i Sedan,2025,,,,28,35,31,SI,2.0L,4,2.0L I4,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,RWD,,,,,,,,,
13733,45,211,27,330i xDrive Sedan,2025,,,,26,34,29,SI,2.0L,4,2.0L I4,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13734,45,211,27,430i Coupe/Convertible,2025,,,,,,30-31,SI,2.0L,4,2.0L I4,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,"Includes Coupe, Gran Coupe, and Convertible models",RWD,,,,,,,,,
13735,45,211,27,430i xDrive Coupe/Convertible,2025,,,,,,28-30,SI,2.0L,4,2.0L I4,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,"Includes Coupe, Gran Coupe, and Convertible models",AWD,,,,,,,,,
13736,45,211,27,530i Sedan,2025,,,,28,35,31,SI,2.0L,4,2.0L I4,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,RWD,,,,,,,,,
13737,45,211,27,530i xDrive Sedan,2025,,,,27,35,30,SI,2.0L,4,2.0L I4,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13738,45,211,27,540i xDrive Sedan,2025,,,,26,33,28,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13739,45,211,27,740i  Sedan,2025,,,,25,31,28,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,RWD,,,,,,,,,
13740,45,211,27,740i  xDrive Sedan,2025,,,,24,31,27,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13741,45,211,27,760i xDrive Sedan,2025,,,,18,25,20,SI,4.4L,8,4.4L V8,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13742,45,211,29,Alpina XB7,2025,,,,16,20,17,SI,4.4L,8,4.4L V8,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13837,41,211,27,i4 eDrive35 Gran Coupe,2025,,,106-118,,,,e-motor,250 kW,,250 kW electric motor,BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,244-266,,,"Includes models with 18 and 19"" wheels",RWD,11,195,4,33,463,399,211,84.2,
13838,41,211,27,i4 eDrive40 Gran Coupe,2025,,,104-112,,,,e-motor,250 kW,,250 kW electric motor,BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,295-318,,,"Includes models with 18"" and 19"" wheels",RWD,11,195,4,33,463,399,211,84.2,5
13840,41,211,27,i4 M50 Gran Coupe,2025,,,80-94,,,,e-motor,190 and 230 kW ,,190 and 230 kW electric motors,BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,227-267,,,"Includes models with 19"" and 20"" wheels",4WD,11,196,4,33,463,376,281,105.7,5
13839,41,211,27,i4 xDrive40 Gran Coupe,2025,,,94-101,,,,e-motor,190 and 230 kW ,,190 and 230 kW electric motors,BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,268-287,,,"Includes models with 18"" and 19"" wheels",AWD,11,195,4,33,463,376,281,105.7,5
13841,41,211,27,i5 eDrive40 Sedan,2025,,,96-105,,,,e-motor,250 kW,,250 kW electric motor,BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,271-295,,,"Includes models with 19"", 20"", and 21"" wheels",RWD,11,195,4,33,463,399,210.6,84,
13842,41,211,27,i5 M60 xDrive Sedan,2025,,,84-90,,,,e-motor,190 and 230 kW ,,190 and 230 kW electric motors,BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,239-253,,,"Includes models with 19"", 20"", and 21"" wheels",AWD,11,195,4,33,463,376,280.8,105.6,5
13843,41,211,27,i5 xDrive40 Sedan,2025,,,87-93,,,,e-motor,192 and 250 kW,,192 and 250 kW electric motors,BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,248-266,,,"Includes models with 19"", 20"", and 21"" wheels",AWD,11,195,4,33,463,376,280.8,105.6,5
13844,41,211,27,i7 eDrive50 Sedan,2025,,,85-88,,,,e-motor,335 kW,,335 kW  electric motor,BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,301-314,,,"Includes models with 19"", 20"", and 21"" wheels",RWD,11,195,4,33,412,376,280.8,105.6,5
13845,41,211,27,i7 M70 xDrive Sedan,2025,,,75-79,,,,e-motor,190 and 360 kW,,190 and 360 kW electric motors,BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,268-285,,,"Includes models with 20"" and 21"" wheels",AWD,11,195,4,33,412,369,303,111.8,5
13846,41,211,27,i7 xDrive60 Sedan,2025,,,83-88,,,,e-motor,190 and 230 kW,,190 and 230 kW  electric motors,BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,296-311,,,"Includes models with 19"", 20"", and 21"" wheels",AWD,11,195,4,33,412,376,280.8,105.6,5
13847,41,211,29,iX M60,2025,,,76-77,,,,e-motor,190 and 360 kW,,190 and 360 kW electric motors,BMW,https://www.bmwusa.com,SUV,ELEC,Electric,284-285,,,"Includes models with 21"" and 22"" wheels",AWD,11,195,3,28,393,369,303,111.8,5
13848,41,211,29,iX xDrive40,2025,,,83-87,,,,e-motor,190 and 230 kW,,190 and 230 kW electric motors,BMW,https://www.bmwusa.com,SUV,ELEC,Electric,211-219,,,"Includes models with 20"", 21"", and 22"" wheels",AWD,11,195,3,28,393,369,303,111.8,5
13849,41,211,29,iX xDrive50,2025,,,81-83,,,,e-motor,190 and 230 kW,,190 and 230 kW electric motors,BMW,https://www.bmwusa.com,SUV,ELEC,Electric,302-309,,,"Includes models with 20"", 21"", and 22"" wheels",AWD,11,195,3,28,393,369,303,111.8,5
13743,45,211,27,M340i Sedan,2025,,,,27,33,29,SI,3.0L,4,3.0L I4,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,RWD,,,,,,,,,
13744,45,211,27,M340i xDrive Sedan,2025,,,,26,33,29,SI,3.0L,4,3.0L I4,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13745,45,211,27,M440i Coupe/Convertible,2025,,,,,,29-30,SI,3.0L,4,3.0L I4,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,"Includes Coupe, Gran Coupe, and Convertible models",RWD,,,,,,,,,
13746,45,211,27,M440i xDrive Coupe/Convertible,2025,,,,,,28-29,SI,3.0L,4,3.0L I4,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,"Includes Coupe, Gran Coupe, and Convertible models",AWD,,,,,,,,,
13748,45,211,29,X3 M50i xDrive,2025,,,,25,30,27,SI,3.0L,4,3.0L I4,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13747,45,211,29,X3 xDrive30i,2025,,,,27,33,29,SI,2.0L,4,2.0L I4,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13749,45,211,29,X4 M40i,2025,,,,22,26,23,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13752,45,211,29,X5 M60i xDrive,2025,,,,17,22,19,SI,4.4L,8,4.4L V8,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13753,45,211,29,X5 M Competition,2025,,,,13,18,15,SI,4.4L,8,4.4L V8,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13750,45,211,29,X5 sDrive40i,2025,,,,23,27,25,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,,,,,RWD,,,,,,,,,
13751,45,211,29,X5 xDrive40i,2025,,,,23,27,25,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13755,45,211,29,X6 M60i xDrive,2025,,,,17,22,19,SI,4.4L,8,4.4L V8,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13756,45,211,29,X6 M Competition,2025,,,,13,18,15,SI,4.4L,8,4.4L V8,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13754,45,211,29,X6 xDrive40i,2025,,,,23,26,24,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13757,45,211,29,X7 M60i xDrive,2025,,,,16,20,18,SI,4.4L,8,4.4L V8,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13758,45,211,29,X7 xDrive40i,2025,,,,20,24,22,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13942,57,211,29,XM,2025,,,46,12,17,14,SI,4.4L,8,4.4L V8; 145 kW electric motor,BMW,https://www.bmwusa.com,SUV,PHEV,Plug-in Hybrid Electric,31,300,Blended,,AWD,7.4,,2,11,,317,93,29.5,5
13850,41,499,27,Nevera,2025,52,54,53,,,,e-motor,226 (x2) and 450 (x2) kW,,226 (x2) and 450 (x2) kW electric motors,Bugatti Rimac,,Sedan/Wagon,ELEC,Electric,204,,,,4WD,,,,,,800,192,153.6,
13711,11,235,29,Encore GX FWD,2025,22,23,22,30,31,30,SI,1.2L,3,1.2L I3,Buick,http://www.buick.com,SUV,E85_GSLN,Ethanol (E85),,,,,FWD,,,,,,,,,
13712,11,235,27,Envista,2025,20,24,22,28,32,30,SI,1.2L,3,1.2L I3,Buick,http://www.buick.com,Sedan/Wagon,E85_GSLN,Ethanol (E85),,,,,FWD,,,,,,,,,
13975,41,231,29,Lyric,2025,100,83,92,,,,e-motor,255 kW electric motor,,255 kW electric motor,Cadillac,http://www.cadillac.com,SUV,ELEC,Electric,326,,,,RWD,11.5-19.2,190,4,29,401,400,290,116,5
13976,41,231,29,Lyric AWD,2025,,,86-89,,,,e-motor,155 and 220 kW,,155 and 220 kW electric motors,Cadillac,http://www.cadillac.com,SUV,ELEC,Electric,303-319,,,Includes models with 11 kW or 19 kW charger,AWD,11.5-19.2,190,4,29,401,403,290,116.9,5
13851,41,215,29,Blazer EV AWD,2025,102,87,95,,,,e-motor,67 and 180 kW,,67 and 180 kW  electric motors,Chevrolet,http://www.chevrolet.com,SUV,ELEC,Electric,283,,,,AWD,11.5,150-190,3,33,342,336,290,97.4,5
13977,41,215,29,Blazer EV RWD,2025,106,85,95,,,,e-motor,255 kW,,255 kW electric motor,Chevrolet,http://www.chevrolet.com,SUV,ELEC,Electric,334,,,,RWD,11.5,150-190,3,33,342,400,290,116,5
13911,45,215,27,Corvette E-RAY,2025,,,,16,24,19,SI,6.2L,8,6.2L V8,Chevrolet,http://www.chevrolet.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13979,41,215,29,Equinox EV AWD,2025,,,96-103,,,,e-motor,180 kW or 67 and 180 kW,,180 kW or 67 and 180 kW electric motors,Chevrolet,http://www.chevrolet.com,SUV,ELEC,Electric,307,,,,AWD,11.5,50,4,34,356,336,290,97.4,5
13978,41,215,29,Equinox EV FWD,2025,117,100,109,,,,e-motor,67 and 180 kW,,67 and 180 kW electric motors,Chevrolet,http://www.chevrolet.com,SUV,ELEC,Electric,319,,,,FWD,11.5,50,4,34,356,336,290,97.4,5
13707,35,215,25,Silverado 2WD,2025,,,,23,29,26,CI,3.0L,6,3.0L V6,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),,,,,RWD,,,,,,,,,
13713,11,215,25,Silverado 4WD,2025,11,14,12,15,19,17,SI,5.3L,8,5.3L V8,Chevrolet,http://www.chevrolet.com,Pickup,E85_GSLN,Ethanol (E85),,,,Includes models with mud terrain tires,4WD,,,,,,,,,
13708,35,215,25,Silverado 4WD,2025,,,,,,22-24,CI,3.0L,6,3.0L V6,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),,,,Includes Sport Mode models and models with mud terrain tires,4WD,,,,,,,,,
13980,41,215,25,Silverado EV,2025,,,64-70,,,,e-motor,189 kW (x2),,189 kW electric motors (x2),Chevrolet,http://www.chevrolet.com,Pickup,ELEC,Electric,390-492,,,Includes 5WT and 8WT models with 11 or 19 kW charger,4WD,19,350,2,36,523,470,290,136.3,5
13714,11,215,29,Trailblazer FWD,2025,22,23,22,30,31,30,SI,1.2L,3,1.2L I3,Chevrolet,http://www.chevrolet.com,SUV,E85_GSLN,Ethanol (E85),,,,,FWD,,,,,,,,,
13715,11,215,27,Trax,2025,21,24,22,28,32,30,SI,1.2L,3,1.2L I3,Chevrolet,http://www.chevrolet.com,Sedan/Wagon,E85_GSLN,Ethanol (E85),,,,,FWD,,,,,,,,,
13943,57,223,9,Pacifica Hybrid,2025,,,82,29,30,30,SI,3.6L,6,"3.6L V6;
89 kW electric motor",Chrysler,http://www.chrysler.com,Van,PHEV,Plug-in Hybrid Electric,32,520,Blended,,FWD,6.6,,3,16,,360,47,16.9,7
13944,57,225,29,Hornet PHEV AWD,2025,,,77,29,29,29,SI,1.3L,4,"1.3L I4;
89 kW electric motor",Dodge,http://www.dodge.com,SUV,PHEV,Plug-in Hybrid Electric,33,360,Blended,,AWD,6.6,,3,15,,304,51,15.5,5
13945,57,409,27,296 GTB/GTS,2025,,,47-48,,,18,SI,2.9L,6,2.9L V6; 137 kW electric motor,Ferrari,http://www.ferrari.com/en_us/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,8-Jul,320-340,Blended,,RWD,,,,,,294,21,6.2,
13946,57,409,27,SF90 Spider/Stradale,2025,,,44-45,16,19,17,SI,3.9L,8,"3.9L V8; 99 and 150 kW  electric motors
",Ferrari,http://www.ferrari.com/en_us/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,8,320 or 330,Blended,Includes standard and XX models,AWD,,,,,,309,21.2,6.6,
13981,41,379,27,500e,2025,,,110-116,,,,e-motor,87 kW electric motor,,87 kW electric motor,Fiat,http://www.fiatusa.com/,Sedan/Wagon,ELEC,Electric,141-149,,,Includes standard and All Season model,FWD,11,85,4,38,234,352,120,42.2,4
13929,45,219,29,Escape AWD HEV,2025,,,,42,36,39,SI,2.5L I4,4,2.5L I4,Ford,https://www.ford.com,SUV,HYBR,Hybrid Electric,,,,,Part-Time 4WD,,,,,,,,,
13928,45,219,29,Escape FWD HEV,2025,,,,42,36,39,SI,2.5L I4,4,2.5L I4,Ford,https://www.ford.com,SUV,HYBR,Hybrid Electric,,,,,FWD,,,,,,,,,
13947,57,219,29,Escape FWD PHEV,2025,,,101,42,37,40,SI,2.5L,4,"2.5L I4;
78 kW electric motor",Ford,https://www.ford.com,SUV,PHEV,Plug-in Hybrid Electric,37,520,Blended,,FWD,5,,4,15,,302,48,14.5,5
13982,41,219,25,F150 Lightning 4WD Pro/ER1/Platinum,2025,,,66-70,,,,e-motor,210 kW (x2),,210 kW electric motors (x2),Ford,https://www.ford.com,Pickup,ELEC,Electric,300-320,,,"Includes Pro, Extended Range, and Platinum models",AWD,11.6-19.6,150,2,24-40,249,403,410,165.2,5
13983,41,219,25,F150 Lightning 4WD SR,2025,76,61,68,,,,e-motor,358 kW (x2),,358 kW electric motors (x2),Ford,https://www.ford.com,Pickup,ELEC,Electric,240,,,,AWD,11.6-19.6,150,2,24-40,249,378,328,124,5
13853,41,478,27,Electrified G80,2025,105,89,97,,,,e-motor,136 kW (x2),,136 kW electric motors (x2),Genesis,https://www.genesis.com/us/en/genesis.html,Sedan/Wagon,ELEC,Electric,282,,,,AWD,11,230,3,32,530,523,166.8,87.2,5
13852,41,478,29,Electrified GV70,2025,98,83,91,,,,e-motor,74 and 160 kW,,74 and 160 kW electric motors,Genesis,https://www.genesis.com/us/en/genesis.html,SUV,ELEC,Electric,236,,,,AWD,11,230,3,29,497,697,111,77.4,5
13760,45,478,27,G90 MHEV,2025,,,,17,24,20,SI,3.5L,6,3.5L V6,Genesis,https://www.genesis.com/us/en/genesis.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13855,41,478,29,GV60 Advanced/Performance,2025,,,90-100,,,,e-motor,74 and 160 kW,,74 and 160 kW electric motors,Genesis,https://www.genesis.com/us/en/genesis.html,SUV,ELEC,Electric,235-264,,,"Includes models with 19"" and 20"" wheels
",AWD,11,230,3,29,491,697,111.2,77.5,5
13854,41,478,29,GV60 RWD,2025,125,99,112,,,,e-motor,168 kW ,,168 kW electric motor,Genesis,https://www.genesis.com/us/en/genesis.html,SUV,ELEC,Electric,294,,,,RWD,11,230,3,29,491,697,111.2,77.5,5
13759,45,478,29,GV80 MHEV,2025,,,,18,22,20,SI,3.5L,6,3.5L V6,Genesis,https://www.genesis.com/us/en/genesis.html,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13856,41,213,25,Hummer EV Pickup,2025,58,46,52,,,,e-motor,198 kW (x3),,198 kW electric motors (x3),GMC,http://www.gmc.com,Pickup,ELEC,Electric,312,,,,AWD,19,300,2,28,356,336,580,194.9,5
13857,41,213,25,Hummer EV Pickup,2025,,,47-53,,,,e-motor,195 and 215 kW,,195 and 215 kW electric motors,GMC,http://www.gmc.com,Pickup,ELEC,Electric,289-318,,,Includes models with MT tires,AWD,19,300,2,28,356,336,580,194.9,5
13859,41,213,29,Hummer EV SUV,2025,,,48-52,,,,e-motor,195 (x2) and 215 kW,,195 (x2) and 215 kW electric motors,GMC,http://www.gmc.com,SUV,ELEC,Electric,289-312,,,Includes models with MT tires,AWD,19,300,2,30,377,336,580,194.9,5
13858,41,213,29,Hummer EV SUV,2025,,,47-53,,,,e-motor,195 and 215 kW,,195 and 215 kW electric motors,GMC,http://www.gmc.com,SUV,ELEC,Electric,282-315,,,Includes models with MT tires,AWD,19,300,2,30,377,336,580,194.9,5
13709,35,213,25,Sierra 2WD,2025,,,,23,29,25,CI,3.0L,6,3.0L V6,GMC,http://www.gmc.com,Pickup,BD,Biodiesel (B20),,,,,RWD,,,,,,,,,
13716,11,213,25,Sierra 4WD,2025,11,14,12,15,19,17,SI,5.3L,8,5.3L V8,GMC,http://www.gmc.com,Pickup,E85_GSLN,Ethanol (E85),,,,Includes models with mud terrain tires,4WD,,,,,,,,,
13710,35,213,25,Sierra 4WD,2025,,,,,,19-24,CI,3.0L,6,3.0L V6,GMC,http://www.gmc.com,Pickup,BD,Biodiesel (B20),,,,Includes AT4X and Sport Mode models and models with mud terrain tires,4WD,,,,,,,,,
13984,41,213,25,Sierra EV,2025,70,59,64,,,,e-motor,189 kW electric motors (x2),,189 kW electric motors (x2),GMC,http://www.gmc.com,Pickup,ELEC,Electric,390,,,,4WD,19,350,2,36,523,470,290,136.3,5
13912,45,209,27,Accord,2025,,,,,,44-48,SI,2.0L,4,2.0L I4,Honda,http://automobiles.honda.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,Includes Sport/Touring models,FWD,,,,,,,,,
13913,45,209,27,CIVIC 4Dr/5Dr,2025,,,,,,48-49,SI,2.0L,4,2.0L I4,Honda,http://automobiles.honda.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,FWD,,,,,,,,,
13762,45,209,29,CR-V AWD,2025,,,,40,34,37,SI,2.0L,4,2.0L I4,Honda,http://automobiles.honda.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13763,45,209,29,CR-V FWD,2025,,,,43,36,40,SI,2.0L,4,2.0L I4,Honda,http://automobiles.honda.com,SUV,HYBR,Hybrid Electric,,,,,FWD,,,,,,,,,
13764,45,351,27,Elantra Hybrid/Hybrid Blue,2025,,,,,,50-54,SI,1.6L,4,1.6L I4,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,,,,,FWD,,,,,,,,,
13987,41,351,29,Ioniq 5 AWD,2025,,,94-106,,,,e-motor,74 and 165 kW,,74 and 165 kW electric motors,Hyundai,http://www.hyundaiusa.com/,SUV,ELEC,Electric,259-290,,,"Includes XRT and models with 19"" and 20"" wheels",4WD,11,199,4,35,503,697,120.6,84.1,5
